descriptor,Te,r^2 (Te),Vp,RMSE (Vp),n0,Vf,i_sat
92.5575101488498,4.730757066842293,0.9964568640125546,8.90625,0.07653047778494065,3897543252.285838,-2.2725,-1.2653061224489827e-05
93.0446549391069,4.739291491066411,0.9964480662348705,8.90625,0.08768684949676647,3925435847.609744,-2.2725,-1.2755102040816363e-05
93.53179972936401,4.61998123855506,0.9980672409503107,8.90625,0.08765678548710498,4007606024.4186707,-2.2725,-1.2857142857142893e-05
94.01894451962112,4.412777280324424,0.9445594081572014,7.889999999999999,0.07425041943318418,4426061924.068128,-2.2725,-1.3877551020408214e-05
94.50608930987822,4.334331061830636,0.9446481427005563,7.889999999999999,0.08126478428632487,4137557922.782158,-2.2725,-1.2857142857142893e-05
94.99323410013533,4.892356184916756,0.8893281390154686,8.90625,0.07889610598873777,3956266305.1960154,-2.2725,-1.306122448979596e-05
95.48037889039243,4.900869309449884,0.8893395489338243,8.90625,0.07360601827965461,3983710141.4176936,-2.2725,-1.3163265306122487e-05
95.96752368064953,4.909381664419919,0.8893509048462106,8.88625,0.0815006344225264,4011109664.144839,-2.2725,-1.3265306122449005e-05
96.45466847090664,4.226344792575823,0.9446571662884385,7.890000000000001,0.08119435686614007,4688902821.108393,-2.2725,-1.4387755102040855e-05
96.94181326116374,4.280796408139762,0.9847657372946166,7.890000000000001,0.07547239109450724,4328561481.730945,-2.2725,-1.3367346938775552e-05
97.42895805142085,4.374255118590325,0.9813811454139842,7.890000000000001,0.07366403317136233,4249383033.8170743,-2.2725,-1.3265306122449014e-05
97.91610284167795,4.304886749344433,0.981779037364147,7.890000000000001,0.06760089950983761,3986934368.9347425,-2.2725,-1.2346938775510232e-05
98.40324763193506,4.198476269979373,0.9845489145944161,7.890000000000001,0.09034351109146277,4037142699.19697,-2.2725,-1.2346938775510232e-05
